;Date;Index_Component_Count;Internal_Number;ISIN;SEDOL;SEDOL7;Instrument_Name;Country;Currency;exchange;ICB;Mcap_Units_Index_Currency;InfoCode;closePrice_Cutoff;freeFloat_Cutoff;Free_Float_Market_Cutoff;Full_Market_Cap_Cutoff;FOR_FF;Weight
173585;9/18/2023;3263;TR30H4;TRESDTT00013;BMF8WG;BMF8WG2;SDT UZAY VE SAVUNMA TEKNOLOJILERI A S;TR;TRY;0;50201020;0;360524;373;0.2506;0;;0; -   
173586;9/18/2023;3263;TR30M9;TRECWEN00012;BP6LNW;BP6LNW4;CW ENJ.MUHENDISLIK TIVSNY.A S;TR;TRY;0;60102020;0;363893;340.9;0.2318;0;;0; -   
173597;9/18/2023;3263;TR30QD;TREKOPL00012;BNXGKR;BNXGKR2;KOZA POLYESTER SANAYI VE TICARET AS;TR;TRY;0;55201010;0;363357;63.8;0.2768;0;;0; -   
173598;9/18/2023;3263;TR30OB;TREGKNR00036;BMXGXK;BMXGXK9;GOKNUR GIDA MADDELERI ENJ.IMALATI;TR;TRY;0;45102030;0;361713;30.64;0.2646;0;;0; -   
173599;9/18/2023;3263;TR30NA;TREEUPW00019;BMD3YY;BMD3YY1;EUROPOWER ENJ.& OTOMASYON TEKNOLOJILERI;TR;TRY;0;50202010;0;363553;199;0.3667;0;;0; -   
173600;9/18/2023;3263;TR30RE;TRABISAS91B7;B03MPX;B03MPX0;RAL YATIRIM HOLDING ANONIM SIRKETI;TR;TRY;0;55101020;0;42291;81.7;0.3723;0;;0; -   
173601;9/18/2023;3263;TR30F2;TREPNLS00017;BPCJ8H;BPCJ8H2;PANELSAN CATI CEPHE SIST.SANVETC.;TR;TRY;0;50101020;0;352434;55.75;0.4946;0;;0; -   
173602;9/18/2023;3263;TR30K7;TREBLSM00027;BNK8T8;BNK8T85;BIRLESIM MUHENDISLIK ISITMA SOGUT;TR;TRY;0;50101025;0;343495;40.16;0.4804;0;;0; -   
173603;9/18/2023;3263;TR30J6;TREBYTS00017;B8J7GJ;B8J7GJ8;AVRUPA YATIRIM HOLDING;TR;TRY;0;50202010;0;264742;97.3;0.4993;0;;0; -   
173604;9/18/2023;3263;TR30CZ;TREAHLA00019;BQS6LJ;BQS6LJ7;AHLATCI DOGAL GAZ DAGITIM ENERJI;TR;TRY;0;65102020;0;360331;14;0.2536;0;;0; -   
173605;9/18/2023;3263;TR30G3;TRESANK00011;BP38H7;BP38H71;SANICA ISI SANAYI A S;TR;TRY;0;50101020;0;359546;37.22;0.3452;0;;0; -   
173606;9/18/2023;3263;TR30D0;TREALFS00023;BQWN61;BQWN611;ALFA SOLAR ENERJI SANAYI VE TICARET AS;TR;TRY;0;60102020;0;359337;144.5;0.2;0;;0; -   
173619;9/18/2023;3263;TR20K6;TREDAPG00032;BMCH8C;BMCH8C0;DAP GAYRIMENKUL GELISTIRME;TR;TRY;0;50101010;74104406;352618;58.05;0.1001;83922230.15;838383917.6;0.1; 0.000072 
173665;9/18/2023;3263;B03MQM;TRACLEBI91M5;B03MQM;B03MQM6;CELEBI HAVA SERVISI;TR;TRY;0;50206060;73509951;43801;869.5;0.1009;79973667.26;792603243.4;0.1; 0.000071 
173683;9/18/2023;3263;PL11DP;PLARHCM00016;BYY2FK;BYY2FK4;ARCHICOM;PL;PLN;0;35101010;31489582;290049;24.4;0.2021;16262083.28;151982086.7;0.11; 0.000030 
173705;9/18/2023;3263;PL00IS;PLPCCEX00010;B8FGJ0;B8FGJ01;PCC EXOL;PL;PLN;0;55201020;15321947;263823;2.985;0.1291;16282896.06;126126228.2;0.13; 0.000015 
173712;9/18/2023;3263;EW048;PLTRKPL00014;B2QKZ4;B2QKZ46;TRAKCJA;PL;PLN;0;50101010;10282900;152690;1.38;0.096;10815410.73;112660528.4;0.1; 0.000010 
173724;9/18/2023;3263;716083;PLZAPUL00057;716083;7160833;PULAWY;PL;PLN;0;55201015;12576309;28282;74;0.0402;13797581.89;343223430;0.04; 0.000012 
173754;9/18/2023;3263;PL11S4;PLVRCM000016;BMD589;BMD5890;VERCOM;PL;PLN;0;10101015;0;339297;64.6;0.2545;0;;0; -   
173762;9/18/2023;3263;PL002C;PLAB00000019;B1FHB0;B1FHB09;AB;PL;PLN;0;10101010;0;32569;65.2;0.8107;0;;0; -   
173764;9/18/2023;3263;PL309M;PLBCLTX00019;BMJ0ZJ;BMJ0ZJ8;BIOCELTIX;PL;PLN;0;20103015;0;346255;67.8;0.5693;0;;0; -   
173767;9/18/2023;3263;PL30AN;PLSTIGR00012;B68JJM;B68JJM5;COLUMBUS ENERGY;PL;PLN;0;60102020;0;263673;6.54;0.264;0;;0; -   
173768;9/18/2023;3263;PL907Q;PLPKBEX00072;BYTHNS;BYTHNS8;PEKABEX;PL;PLN;0;50101035;0;284205;19.75;0.3772;0;;0; -   
173769;9/18/2023;3263;PL30DQ;PLXTPL000018;BDH44S;BDH44S1;XTPL;PL;PLN;0;10102015;0;299948;174;0.5445;0;;0; -   
173770;9/18/2023;3263;B018DT;PLINTCS00010;B018DT;B018DT2;INTER CARS;PL;PLN;0;40101025;0;18771;578;0.6468;0;;0; -   
173771;9/18/2023;3263;PL30CP;PLSPRSF00011;BKTZDZ;BKTZDZ1;SPYROSOFT;PL;PLN;0;10101010;0;323774;467;0.1802;0;;0; -   
173772;9/18/2023;3263;PL209L;PLPLTRG00038;BMFTR7;BMFTR71;POLTREG;PL;PLN;0;20103010;0;348085;60.6;0.4837;0;;0; -   
173870;9/18/2023;3263;MY013O;MYL7180OO002;674028;6740281;SERN KOU RESOURCES;MY;MYR;0;40202015;0;16101;0.53;0.7184;0;;0; -   
173925;9/18/2023;3263;MY608Y;MYL3069OO001;657574;6575740;MEGA FIRST;MY;MYR;0;65101015;0;35174;3.33;0.7277;0;;0; -   
173933;9/18/2023;3263;MY20J5;MYL5073OO001;669146;6691464;NAIM HOLDINGS;MY;MYR;0;50101010;0;13018;0.905;0.4266;0;;0; -   
173934;9/18/2023;3263;MY240Q;MYL3859OO005;660962;6609627;MAGNUM BHD;MY;MYR;0;40501020;0;48135;1.19;0.6987;0;;0; -   
173935;9/18/2023;3263;MY70C3;MYQ0101OO004;B0LSTW;B0LSTW7;TMC LIFE SCIENCES;MY;MYR;0;20101025;0;27366;0.605;0.2223;0;;0; -   
173936;9/18/2023;3263;MY607X;MYL2658OO002;601097;6010973;AJINOMOTO;MY;MYR;0;45102020;0;41318;16.18;0.4962;0;;0; -   
173937;9/18/2023;3263;MY245V;MYL3034OO005;629774;6297743;HAP SENG CONSOLIDATED;MY;MYR;0;50203000;0;48883;4;0.2548;0;;0; -   
173951;9/18/2023;3263;MY30K7;MYL2429OO008;647281;6472818;TANCO HOLDINGS;MY;MYR;0;35101010;0;47787;0.57;0.4926;0;;0; -   
173952;9/18/2023;3263;MY22PD;MYL5180TO003;B3RZ1Q;B3RZ1Q1;CAPITALAND MALAYSIA TRUST;MY;MYR;0;35102045;0;235062;0.53;0.3619;0;;0; -   
173953;9/18/2023;3263;MY00SC;MYL1562OO007;633156;6331566;SPORTS TOTO BHD;MY;MYR;0;40501020;0;34990;1.48;0.6194;0;;0; -   
173954;9/18/2023;3263;MY30J6;MYL5311OO005;BN2CDR;BN2CDR2;CAPE EMS;MY;MYR;0;50202040;0;361740;1.2;0.4561;0;;0; -   
173955;9/18/2023;3263;MY143S;MYL8532OO003;647580;6475806;PERTAMA DIGITAL;MY;MYR;0;55101020;0;26158;3.25;0.3696;0;;0; -   
173956;9/18/2023;3263;MY20M8;MYL3565OO008;650610;6506104;WCE Holdings;MY;MYR;0;50101010;0;14417;0.66;0.3821;0;;0; -   
173957;9/18/2023;3263;MY30M9;MYL5313OO001;BRJSBM;BRJSBM2;RADIUM DEVELOPMENT;MY;MYR;0;35101010;0;364442;0.395;0.3177;0;;0; -   
173958;9/18/2023;3263;MY30L8;MYL5318OO000;BN6KL9;BN6KL90;DXN HOLDINGS;MY;MYR;0;45102020;0;364238;0.695;0.1871;0;;0; -   
173959;9/18/2023;3263;MY220O;MYL3417OO002;646875;6468754;EASTERN & ORIENTAL;MY;MYR;0;35101010;0;34499;0.64;0.4935;0;;0; -   
173960;9/18/2023;3263;MY30AX;MYL1368OO009;631098;6310985;UEM EDGENTA;MY;MYR;0;50101015;0;40369;0.97;0.2505;0;;0; -   
173996;9/18/2023;3263;MY22UI;MYL5200OO000;B41LHL;B41LHL9;UOA DEVELOPMENT;MY;MYR;0;35101010;0;251799;1.78;0.122;0;;0; -   
174036;9/18/2023;3263;TH22R5;TH8335010006;BFDB6T;BFDB6T5;HUMANICA;TH;THB;0;50205020;25328405;302531;10.5;0.487;25125986.01;260103353.8;0.1; 0.000024 
174038;9/18/2023;3263;TH10JU;TH0981010000;B39L34;B39L349;SYNNEX (THAILAND);TH;THB;0;10102030;21584991;152430;13.7;0.265;24333275.42;331516052.3;0.07; 0.000021 
174066;9/18/2023;3263;TH501G;TH0219010Z06;BWZ1D1;BWZ1D13;TIPCO ASPHALT;TH;THB;0;50101035;0;35646;17.2;0.7657;0;;0; -   
174092;9/18/2023;3263;TH50GV;TH0664010Z03;B01KHM;B01KHM9;AEON THANA SINSAP;TH;THB;0;30201020;0;5706;175;0.3688;0;;0; -   
174125;9/18/2023;3263;TH809R;TH0688A10Z02;B013L8;B013L82;AAPICO HITECH;TH;THB;0;40101025;0;10146;36;0.5472;0;;0; -   
174127;9/18/2023;3263;TH20CO;TH0530010Z06;671365;6713658;CH KARNCHANG;TH;THB;0;50101010;84213887;2883;23;0.6948;87448596.73;1112577364;0.08; 0.000081 
174137;9/18/2023;3263;TH20U6;TH0233010Z07;B01GKL;B01GKL7;THAI STANLEY ELECTRIC;TH;THB;0;40101025;0;24869;189;0.4593;0;;0; -   
174142;9/18/2023;3263;TH104F;TH1016010007;B2R7SH;B2R7SH0;BANGKOK LIFE ASSURANCE;TH;THB;0;30301010;0;214874;24.5;0.8697;0;;0; -   
174150;9/18/2023;3263;TH12P2;TH0921010003;B1DRJZ;B1DRJZ2;JASMINE TECHNOLOGY SOLUTION;TH;THB;0;15102015;0;32526;36.25;0.2949;0;;0; -   
174151;9/18/2023;3263;TH30KX;TH0581010Z09;BP5X2Q;BP5X2Q8;MAHACHAI HOSPITAL;TH;THB;0;20101010;0;43218;754;0.4983;0;;0; -   
174152;9/18/2023;3263;TH30ER;THB056010002;BN72NP;BN72NP5;I-TAIL;TH;THB;0;45102020;0;359945;20.7;0.2218;0;;0; -   
174161;9/18/2023;3263;TH219M;TH0371010Z05;655469;6554697;SUPALAI;TH;THB;0;35101010;160310651;26911;21.7;0.6489;170650876.3;1210289901;0.14; 0.000155 
174163;9/18/2023;3263;TH30GT;TH5614010004;BNGL6J;BNGL6J8;SAPPE;TH;THB;0;45101020;0;276701;100;0.3623;0;;0; -   
174164;9/18/2023;3263;TH30FS;THB131010001;BPCRXH;BPCRXH1;MOSHI MOSHI RETAIL;TH;THB;0;40401010;0;360325;55.5;0.4364;0;;0; -   
174165;9/18/2023;3263;TH30HU;TH8859010002;BHJ451;BHJ4517;SISB;TH;THB;0;40201010;0;313710;37.75;0.2883;0;;0; -   
174168;9/18/2023;3263;TH22LZ;TH0171B10Z05;679179;6791795;KGI SECURITIES;TH;THB;0;30202015;32003257;35054;4.7;0.6503;33657108.38;267332010.5;0.13; 0.000031 
174180;9/18/2023;3263;TH215I;TH0308010Y08;B99J5K;B99J5K5;AP THAILAND;TH;THB;0;35101010;68675986;26259;12.7;0.787;71194815.51;1140943090;0.06; 0.000066 
174187;9/18/2023;3263;TH228M;TH0577C10Z04;B73F0X;B73F0X3;SANSIRI;TH;THB;0;35101010;118745318;43220;2.04;0.9393;128739256.5;924187232.1;0.14; 0.000115 
174195;9/18/2023;3263;TH229N;TH0616010Z03;B09C9S;B09C9S7;EASTERN WATER RESOURCES;TH;THB;0;65102030;21097627;45058;4.78;0.4108;22664984.72;227104058.8;0.1; 0.000020 
174204;9/18/2023;3263;TH21YB;TH0999010Z03;B3L0Q8;B3L0Q89;TISCO FINANCIAL GROUP;TH;THB;0;30101010;0;40334;103;0.9;0;;0; -   
174224;9/18/2023;3263;B02LFN;GRS314003013;BLB3KB;BLB3KB5;MIG HOLDINGS S.A.;GR;EUR;0;30202000;15756934;23904;4.08;0.1221;16932696.98;138678927;0.12; 0.000015 
174243;9/18/2023;3263;CN24KP;CNE000000VS4;611309;6113098;HANGZHOU STM.TURBINE 'B';CN;HKD;0;50204000;0;36841;8.32;1;0;;0; -   
174329;9/18/2023;3263;CN92R1;CNE100002RY5;BFWK4M;BFWK4M2;A-LIVING SMART CITY SERV 'H';CN;HKD;0;35101015;0;304244;5;0.5901;0;;0; -   
174330;9/18/2023;3263;HK90MW;KYG4231A1114;BQWN4M;BQWN4M8;HAICHANG OCEAN PARK HOLDINGS;CN;HKD;0;40501030;0;274439;1.02;0.5241;0;;0; -   
174331;9/18/2023;3263;CN4CKZ;KYG8872R1011;BPCM7S;BPCM7S5;3D MEDICINES;CN;HKD;0;20103015;0;360119;26.4;0.6406;0;;0; -   
174332;9/18/2023;3263;CN4CU9;KYG5264S1012;BMD4D0;BMD4D03;KINGSOFT CLOUD HOLDINGS;CN;HKD;0;10101010;0;360460;2.92;0.5078;0;;0; -   
174333;9/18/2023;3263;CN1G4K;CNE100000X69;B4YX1N;B4YX1N2;CHINA DATANG CORP.RNP. 'H';CN;HKD;0;65101010;0;244474;1.95;0.9342;0;;0; -   
174334;9/18/2023;3263;KY113N;KYG6142R1092;BMC5QM;BMC5QM0;Ming Yuan Cloud Group Holdings;CN;HKD;0;10101015;0;330029;3.95;0.4884;0;;0; -   
174338;9/18/2023;3263;HK20GJ;KYG2162W1024;B8F2T6;B8F2T65;CHINA YONGDA AUTOMOBILES SVS.;CN;HKD;0;40401030;0;262255;3.48;0.7025;0;;0; -   
174341;9/18/2023;3263;CN4D5L;KYG8438D1097;BQZDJ2;BQZDJ20;STAR CM HOLDINGS;CN;HKD;0;40301010;0;360431;24.75;0.1518;0;;0; -   
174342;9/18/2023;3263;CN4D4K;KYG8192S1021;BQ7W07;BQ7W077;SIPAI HEALTH TECHNOLOGY;CN;HKD;0;45201015;0;360371;5.84;0.4762;0;;0; -   
174343;9/18/2023;3263;HK20Y1;KYG4815A1076;BJQQJ6;BJQQJ63;ALL.INTL.EDU.LEASING HOLDINGS;CN;HKD;0;30201020;0;315615;1.3;0.5455;0;;0; -   
174344;9/18/2023;3263;CN4CN2;KYG3413F1046;BMDKML;BMDKML5;FENBI;CN;HKD;0;40201010;0;360583;4.44;0.2997;0;;0; -   
174345;9/18/2023;3263;CN0OCZ;CNE100000312;B0PH5N;B0PH5N3;Dongfeng Group 'H';CN;HKD;0;40101020;0;28248;2.88;0.8532;0;;0; -   
174346;9/18/2023;3263;CN42DI;CNE100005G57;BQ1MWD;BQ1MWD3;CHONGQING HONGJIU FRUIT H 'H';CN;HKD;0;45102020;0;357455;6.14;0.6549;0;;0; -   
174347;9/18/2023;3263;KY10WF;KYG3902L1095;BMG40P;BMG40P4;GDS Holdings Ltd;CN;HKD;0;10101010;0;331270;11.32;0.5255;0;;0; -   
174348;9/18/2023;3263;CN8BSA;SG1V07936171;B4WMJZ;B4WMJZ9;CHINA XLX FERTILISER;CN;HKD;0;55201015;0;217636;3.87;0.4478;0;;0; -   
174349;9/18/2023;3263;KY11L5;KYG211921021;BH0VXF;BH0VXF7;China MeiDong Auto Holdings Lt;CN;HKD;0;40401030;0;269927;5.91;0.4777;0;;0; -   
174455;9/18/2023;3263;BR16FO;BRTAEEACNOR9;B1GB2X;B1GB2X0;TSMS.ALIANCA ENELA. ON;BR;BRL;0;65101015;0;74353;11.44;0.37;0;;0; -   
174457;9/18/2023;3263;BR70AJ;BRTAEEACNPR6;B1GB4Z;B1GB4Z6;TSMS.ALIANCA ENELA. PN;BR;BRL;0;65101015;0;74354;11.46;1;0;;0; -   
174458;9/18/2023;3263;BR30EJ;BRCURYACNOR3;BK93J3;BK93J35;CURY CONSTRTUTORA E INCORPORADORA ON;BR;BRL;0;50101010;0;329876;16.31;0.7576;0;;0; -   
174482;9/18/2023;3263;AE20XN;AEN000401010;662583;6625838;NATMARINE DREDGING CO;AE;AED;0;50101010;0;160475;21.7;0.2489;0;;0; -   
174483;9/18/2023;3263;AE303U;AEE01134E227;BPYSVC;BPYSVC3;EMIRATES CENTRAL COOLING SYSTEMS;AE;AED;0;65102030;0;359283;1.85;0.2;0;;0; -   
174522;9/18/2023;3263;KR10T5;US38911N2062;BX8ZSK;BX8ZSK3;GRAVITY ADR;KR;USD;0;40203040;0;65192;74.81;0.4069;0;;0; -   
174523;9/18/2023;3263;US3MY9;US94132V1052;BMGD5P;BMGD5P6;WATER DROP ADR;CN;USD;0;30302015;0;339415;1.61;0.8076;0;;0; -   
174524;9/18/2023;3263;CN93S3;US47737C1045;BK6RNJ;BK6RNJ4;JIAYIN GROUP ADR;CN;USD;0;30201020;0;316781;5.52;0.4882;0;;0; -   
174525;9/18/2023;3263;CN4CWB;US62955X1028;BQ7X62;BQ7X627;NAAS TECHNOLOGY ADR;CN;USD;0;40201010;0;301223;6.71;0.1843;0;;0; -   
174527;9/18/2023;3263;US3RYE;US38406L1035;BM90J8;BM90J85;GRACELL BIOTECHNOLOGIES ADR;CN;USD;0;20103010;0;333945;3.28;0.5447;0;;0; -   
174528;9/18/2023;3263;CN4D6M;US86366E1064;BQS948;BQS9486;STRUCTURE THERAPEUTICS ADR;CN;USD;0;20103010;0;361072;28.19;1;0;;0; -   
174529;9/18/2023;3263;CN93V6;US7477981069;BF8FK8;BF8FK89;QUDIAN ADR;CN;USD;0;30201020;0;301142;2.52;0.9215;0;;0; -   
174530;9/18/2023;3263;CN4CQ5;US4280501085;BMWS7Y;BMWS7Y8;HESAI GROUP SPONSORED ADR;CN;USD;0;50202025;0;361194;9.88;0.4176;0;;0; -   
174531;9/18/2023;3263;US3N0C;US02290A1025;BNKCPN;BNKCPN4;AMBRX BIOPHARMA ADR;CN;USD;0;20103010;0;341204;14.12;0.7544;0;;0; -   
174535;9/18/2023;3263;CN1SE6;US49639K1016;BM8R67;BM8R675;KINGSOFT CLOUD HLD. ADR;CN;USD;0;10101010;0;325566;5.69;0.4274;0;;0; -   
174583;9/18/2023;3263;ZA00KT;ZAE000071080;B0J4PP;B0J4PP2;Tiger Brands Ltd;ZA;ZAR;0;45102020;0;46799;163.41;0.85;0;;0; -   
174584;9/18/2023;3263;ZA107H;ZAE000296554;BM9HB1;BM9HB13;THUNGELA RESOURCES;ZA;ZAR;0;60101040;0;340525;150;0.856;0;;0; -   
174619;9/18/2023;3263;EG203Z;EGS38201C017;630703;6307039;EGYPTIAN CHEMICAL IND;EG;EGP;0;55201015;32045034;43431;8.31;0.0997;31815356.3;319110895.7;0.1; 0.000031 
174624;9/18/2023;3263;EG8035;EGS691D1C018;B1VR8V;B1VR8V3;C I CAPITAL HLDG FOR FIN. INV;EG;EGP;0;30202015;12960086;73190;5.15;0.0793;13216740.65;166667599.6;0.08; 0.000013 
174636;9/18/2023;3263;EG7034;EGS3E181C010;B0Y52Q;B0Y52Q0;EGYPT ALUMINIUM;EG;EGP;0;55102035;49985926;39304;46;0.0796;48880856.14;614081107.3;0.08; 0.000048 
174644;9/18/2023;3263;EG9025;EGS42111C012;632585;6325859;ALEXANDRIA CONTAINERS;EG;EGP;0;50206060;142851102;39237;27.69;0.1001;133633508.3;1335000083;0.1; 0.000138 
174649;9/18/2023;3263;EG5043;EGS673Y1C015;BVW29L;BVW29L4;EMAAR MISR FOR DEVELOPMENT;EG;EGP;0;35101010;53641348;281356;3.05;0.1126;50340429.01;447073081.8;0.11; 0.000052 
174658;9/18/2023;3263;EG302Z;EGS60241C014;629890;6298906;EXPORT DEV.BK.OF EGYPT;EG;EGP;0;30202000;26266080;43428;16.67;0.0889;31658359.38;356112029.1;0.09; 0.000025 
174661;9/18/2023;3263;EG20LH;EGS65851C015;665199;6651996;SIX OF OCT.DEV.& INV.;EG;EGP;0;35101010;31125352;39231;18.99;0.1447;31675840.94;218906986.5;0.14; 0.000030 
174664;9/18/2023;3263;CZ101D;CZ0009008942;BMYGDM;BMYGDM0;Colt CZ Group SE;CZ;CZK;0;50201020;0;330300;561;0.24;0;;0; -   
174675;9/18/2023;3263;QA20UW;QA000A0KD6J5;B0YTG2;B0YTG26;BARWA REAL ESTATE;QA;QAR;0;35101010;0;169105;2.619;0.55;0;;0; -   
174684;9/18/2023;3263;PH108F;PHY3004J1017;BLR6CW;BLR6CW3;DITO CME HOLDINGS;PH;PHP;0;15102015;70004449;36042;2.2;0.139;75801766.3;545336448.2;0.14; 0.000068 
174688;9/18/2023;3263;PH703G;PHY9584X1055;BYXYHM;BYXYHM7;WILCON DEPOT;PH;PHP;0;40401025;0;296372;22.2;0.3462;0;;0; -   
174689;9/18/2023;3263;PH106D;PHY1757W1054;BMH551;BMH5517;CONVERGE INFO.& COMMS. TGSN.;PH;PHP;0;15102015;0;331036;7.77;0.3398;0;;0; -   
167469;6/19/2023;3276;TW501V;TW0002634003;B6TJTG;B6TJTG8;AEROSPACE INDV.;TW;TWD;0;50201020;177676262;277753;55.4;0.6482;169813808.7;1698137784;0.1; 0.000171 
167719;6/19/2023;3276;412532;TRABRISA91E3;B03MQ6;B03MQ60;BRISA BRIDGESTONE SABANCI;TR;TRY;0;40101015;87286020;35434;43.86;0.1274;82368375.99;646533563.5;0.13; 0.000084 
167724;6/19/2023;3276;TR20J5;TREULET00014;BSP5SN;BSP5SN4;ULUSOY ELEKTRIK IMALAT TAAHHUT;TR;TRY;0;50202010;27114688;279516;128.8;0.0631;31411699.17;497808227.7;0.06; 0.000026 
167748;6/19/2023;3276;413337;TRABANVT92A9;B03MPP;B03MPP2;BANVIT;TR;TRY;0;45102010;29043475;24002;79.8;0.0829;31968041.65;385621732.8;0.08; 0.000028 
167800;6/19/2023;3276;B03MQM;TRACLEBI91M5;B03MQM;B03MQM6;CELEBI HAVA SERVISI;TR;TRY;0;50206060;56457284;43801;502;0.1009;59464446.02;589340396.6;0.1; 0.000054 
167814;6/19/2023;3276;TR20K6;TREDAPG00032;BMCH8C;BMCH8C0;DAP GAYRIMENKUL GELISTIRME;TR;TRY;0;50101010;50038885;352618;47.5;0.1001;45942423.73;458965272.1;0.1; 0.000048 
167819;6/19/2023;3276;B03MY0;TRATEKST91N0;B03MY0;B03MY00;ICBC TURKEY BANK ANONIM;TR;TRY;0;30101010;19782306;35522;7.16;0.0716;21300054.57;297486795.7;0.07; 0.000019 
167865;6/19/2023;3276;TR20QC;TREINVS00029;BN95D5;BN95D52;INVESTCO HOLDING A S;TR;TRY;0;30202000;208142269;352728;220.3;0.1001;199758867.4;1995593081;0.1; 0.000200 
167933;6/19/2023;3276;IN815J;INE031A01017;BDVJZR;BDVJZR8;HOUSING AND URBAN DEVELOPMENT;IN;INR;0;30201025;178269026;297351;57.07;0.1241;171377025;1380959106;0.12; 0.000171 
167956;6/19/2023;3276;IN043C;INE188A01015;641888;6418889;FERT.& CHEMS.TRAVANCORE;IN;INR;0;55201015;295172769;5162;300.95;0.1;235384306.2;2353843062;0.1; 0.000283 
167963;6/19/2023;3276;IN02W3;INE483A01010;B236VP;B236VP0;Central Bank IN;IN;INR;0;30101010;196101529;141232;27;0.0692;196050137.2;2833094469;0.07; 0.000188 
167997;6/19/2023;3276;IN10CI;INE950I01011;B4YWZT;B4YWZT3;D B CORP;IN;INR;0;40301030;42141418;219016;132.7;0.3573;40613029.72;285411976.2;0.14; 0.000041 
168058;6/19/2023;3276;IN80JW;INE470Y01017;BZ7M4G;BZ7M4G7;NEW INDIA ASSURANCE;IN;INR;0;30302025;145760058;301840;119.25;0.0589;139914091.2;2375451463;0.06; 0.000140 
168175;6/19/2023;3276;IN104A;INE002L01015;B3Y50F;B3Y50F6;Satluj Jal Vid;IN;INR;0;65101010;245922333;231544;35.78;0.1323;224854022.6;1699576890;0.13; 0.000236 
168229;6/19/2023;3276;IN07EQ;INE103A01014;612153;6121530;Mangalore;IN;INR;0;60101020;175444144;5159;65.47;0.1142;158387722.9;1386932775;0.11; 0.000168 
168877;6/19/2023;3276;KR703L;KR7007700008;622365;6223652;F&F Holdings;KR;KRW;0;40204020;73282806;25902;20350;0.1198;71844014.18;599699617.5;0.12; 0.000070 
169384;6/19/2023;3276;ID12WU;ID1000095508;B055M5;B055M58;BRI AGRONIAGA;ID;IDR;0;30101010;71035515;216285;352;0.1227;71311792.16;581188200.1;0.12; 0.000068 
169385;6/19/2023;3276;ID00GB;ID1000094204;658003;6580034;Bank Danamon Indonesia Tbk PT;ID;IDR;0;30101010;139504879;35116;2760;0.0659;136819398.8;1800255248;0.08; 0.000134 
169389;6/19/2023;3276;ID8014;ID1000098007;B00ZNP;B00ZNP0;BANK CIMB NIAGA;ID;IDR;0;30101010;192463728;35121;1440;0.0759;183314602.7;2415212157;0.08; 0.000185 
169448;6/19/2023;3276;TH50GV;TH0664010Z03;B01KHM;B01KHM9;AEON THANA SINSAP;TH;THB;0;30201020;191475355;5706;199.5;0.3688;198926887;1433191013;0.14; 0.000184 
169451;6/19/2023;3276;TH219M;TH0371010Z05;655469;6554697;SUPALAI;TH;THB;0;35101010;159192475;26911;20.2;0.6537;153839045.7;1133670367;0.14; 0.000153 
169498;6/19/2023;3276;TH229N;TH0616010Z03;B09C9S;B09C9S7;EASTERN WATER RESOURCES;TH;THB;0;65102030;21625264;45058;4.98;0.4108;21975244.06;238085031.3;0.09; 0.000021 
169510;6/19/2023;3276;TH901K;TH0564B10Z00;BM909F;BM909F2;NOBLE DEVELOPMENT;TH;THB;0;35101010;12025077;45101;4.5;0.916;11917456.81;177079502.8;0.07; 0.000012 
169529;6/19/2023;3276;TH10JU;TH0981010000;B39L34;B39L349;SYNNEX (THAILAND);TH;THB;0;10102030;28713953;152430;13.3;0.265;29148232.79;323848124;0.09; 0.000028 
169553;6/19/2023;3276;TH215I;TH0308010Y08;B99J5K;B99J5K5;AP THAILAND;TH;THB;0;35101010;56353919;26259;11.6;0.787;56835952.18;1048634158;0.05; 0.000054 
169560;6/19/2023;3276;TH22R5;TH8335010006;BFDB6T;BFDB6T5;HUMANICA;TH;THB;0;50205025;25229232;302531;10.1;0.487;25477941.82;251758287.8;0.1; 0.000024 
169574;6/19/2023;3276;TH22LZ;TH0171B10Z05;679179;6791795;KGI SECURITIES;TH;THB;0;30202015;36449031;35054;4.6;0.6503;36925554.59;263279283.8;0.14; 0.000035 
170019;6/19/2023;3276;EW048;PLTRKPL00014;B2QKZ4;B2QKZ46;TRAKCJA;PL;PLN;0;50101010;12769041;152690;1.59;0.0961;12074478.26;125775815.3;0.1; 0.000012 
170048;6/19/2023;3276;PL00IS;PLPCCEX00010;B8FGJ0;B8FGJ01;PCC EXOL;PL;PLN;0;55201020;18741122;263823;3.245;0.1291;17151785.45;132856587.5;0.13; 0.000018 
170053;6/19/2023;3276;716083;PLZAPUL00057;716083;7160833;PULAWY;PL;PLN;0;55201015;14113716;28282;69.6;0.0402;12574415.86;312796414.5;0.04; 0.000014 
170313;6/19/2023;3276;EG5043;EGS673Y1C015;BVW29L;BVW29L4;EMAAR MISR FOR DEVELOPMENT;EG;EGP;0;35101010;51990722;281356;2.97;0.1126;49019859.06;435345107.1;0.11; 0.000050 
170315;6/19/2023;3276;EG203Z;EGS38201C017;630703;6307039;EGYPTIAN CHEMICAL IND;EG;EGP;0;55201015;32619213;43431;7.77;0.0997;29747832.14;298373441.7;0.1; 0.000031 
170316;6/19/2023;3276;EG8035;EGS691D1C018;B1VR8V;B1VR8V3;C I CAPITAL HLDG FOR FIN. INV;EG;EGP;0;30202015;13601639;73190;5.3;0.0795;13601648.41;171521417.5;0.08; 0.000013 
