,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,exchange,ICB,Mcap_Units_Index_Currency,InfoCode,closePrice_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Weight
103171,2016-12-19,1843,IN81KY,INE335K01011,BYWR34,COFFEE DAY ENTERPRISES,IN,INR,0,45101020,36210575,286387.0,209.85001,0.23,0.21,0.2880217,38199568.27207264,631559032.0364361,0.06,5.18e-05
103186,2016-12-19,1843,IN0B1H,INE705A01016,670168,Vijaya Bank,IN,INR,0,30101010,100616768,8563.0,44.75,0.2276,0.1613,0.8787346,92558659.81745201,653017715.602112,0.14,0.000143928
103484,2016-12-19,1843,PH20FN,PHY6350R1069,B5BNBK,NICKEL ASIA,PH,PHP,0,55103030,178492289,243671.0,8.2600003,0.61,0.22,0.6557377,182034622.50153342,1261830915.4402702,0.14,0.000255325
103513,2016-12-19,1843,TR603T,TREPOHO00012,B807W6,POLISAN HOLDING,TR,TRY,0,55201020,96566772,261499.0,5.06,0.1395,0.1387,1.0,75732664.81997414,546017770.8722,0.14,0.000138134
103521,2016-12-19,1843,B13C2G,TRESLEC00014,B13C2G,SELCUK ECZA DEPOSU TICARET,TR,TRY,0,20103015,51537634,30165.0,3.18,0.1768,0.093,1.0,53561928.50195455,575934715.0747801,0.09,7.37e-05
103531,2016-12-19,1843,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,69377010,35434.0,6.16,0.1274,0.1274,1.0,69834640.9466322,548152597.69727,0.13,9.92e-05
103540,2016-12-19,1843,TR101M,TRETRGY00018,B4WW14,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,0,35102045,85421739,242917.0,4.12,0.1439,0.1437,1.0,86333336.48602201,600788702.0600001,0.14,0.000122192
103594,2016-12-19,1843,ID7057,ID1000130305,BH7HMM,INDUSTRI JAMU DAN FSMN.,ID,IDR,0,45102020,66557700,270166.0,545.0,0.11,0.11,1.0,66298105.5,602710050.0,0.11,9.52e-05
103669,2016-12-19,1843,MX403Q,MX01VO000009,BDZDPH,VOLARIS,MX,MXN,0,40501010,97832682,268503.0,30.27,0.9002,0.7414,0.1014219,97600101.4964753,1297973857.4478881,0.08,0.000139945
103769,2016-12-19,1843,EV058,RU000A0JPVJ0,B5B27G,ROSSETI,RU,RUB,0,65101015,445335055,170885.0,1.2096997,0.27,0.12,1.0,440600317.00174105,3671669308.347842,0.12,0.000637031
103773,2016-12-19,1843,EV048,RU0009084396,B5B1RP,MMK,RU,RUB,0,55102010,765124697,42919.0,34.445,0.1273,0.1274,1.0,759374287.9460534,5960551710.722553,0.13,0.001094475
103859,2017-03-20,1884,IN12U2,INE220J01025,BC5MTP,FUTURE CONSUMER,IN,INR,0,45201010,50329380,251126.0,28.3,0.5314,0.5327,0.1201896,45030829.7808373,703331977.1511732,0.06,6.11e-05
103875,2017-03-20,1884,IN0AQ5,INE691A01018,672179,UCO BANK,IN,INR,0,30101010,77330002,13759.0,37.05,0.1059,0.09,1.0,65024769.931726694,722497443.6858522,0.09,9.38e-05
103898,2017-03-20,1884,IN09Q4,INE671H01015,B1BL58,SOBHA,IN,INR,0,35101010,51899721,33906.0,291.3,0.2675,0.2675,0.4176897,46980491.58675924,420474830.79379314,0.11,6.3e-05
103961,2017-03-20,1884,IN089M,INE542F01012,B2NXD2,RELIANCE DEFENCE & ENGINEERING,IN,INR,0,50206060,81585298,215091.0,62.8,0.3646,0.3646,0.3291278,83155797.21815538,692965000.6097599,0.12,9.9e-05
103965,2017-03-20,1884,IN407G,INE439L01019,B4YNQ7,DALMIA BHARAT,IN,INR,0,50101035,196330593,247875.0,1889.0,0.495,0.7628,0.0987153,189316651.4754787,2514164328.534539,0.08,0.000238181
104018,2017-03-20,1884,IN0319,INE178A01016,612156,CHENNAI PETROLEUM,IN,INR,0,60101020,72654311,5161.0,378.9,0.3271,0.3271,0.2629165,72728240.96860316,845677346.9250822,0.09,8.81e-05
104046,2017-03-20,1884,IN01FL,INE814H01011,B3WQH4,Adani Power,IN,INR,0,65101015,257689360,214021.0,38.45,0.3603,0.4435,0.2613596,232077674.12673354,2002171533.5166738,0.12,0.000312619
104050,2017-03-20,1884,IN02CJ,INE376G01013,674125,Biocon,IN,INR,0,20103010,146006286,18650.0,1123.15,0.3883,0.3883,0.1089982,142497294.6015043,3366820031.9600005,0.04,0.00017713
104087,2017-03-20,1884,TH22KY,TH3437010004,B6ZG0Q,ASIA AVIATION,TH,THB,0,40501010,873081,261603.0,6.05,0.5518,0.5518,0.0018123,840652.135942279,840629321.2625,0.0,1.06e-06
105400,2017-03-20,1884,TR603T,TREPOHO00012,B807W6,POLISAN HOLDING,TR,TRY,0,55201020,130979934,261499.0,9.3,0.1387,0.1385,1.0,131375305.43658455,948558161.9970002,0.14,0.0001589
105402,2017-03-20,1884,597763,TRAZOREN91L8,B03MZP,ZORLU ENERJI,TR,TRY,0,65101015,86767785,18308.0,1.2,0.2026,0.1332,1.0,88124113.11456002,661592440.8000001,0.13,0.000105264
105413,2017-03-20,1884,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,68132083,35434.0,6.37,0.1274,0.1274,1.0,68258129.14616546,535778093.7689596,0.13,8.27e-05
105421,2017-03-20,1884,TR101M,TRETRGY00018,B4WW14,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,0,35102045,89725291,242917.0,4.65,0.1437,0.1432,1.0,91779411.34998001,640917677.0250001,0.14,0.000108851
105442,2017-03-20,1884,EG5043,EGS673Y1C015,BVW29L,EMAAR MISR FOR DEVELOPMENT,EG,EGP,0,35101010,85608140,281356.0,2.6,0.1473,0.1303,1.0,99047748.69015896,760151563.2399,0.13,0.000103857
105594,2017-03-20,1884,ZA11X8,ZAE000029773,665044,INVICTA,ZA,ZAR,0,50204010,61847844,6483.0,64.0,0.15,0.12,1.0,63703373.01653392,530861441.8044493,0.12,7.5e-05
105602,2017-03-20,1884,EV058,RU000A0JPVJ0,B5B27G,ROSSETI,RU,RUB,0,65101015,401106859,170885.0,1.0200005,0.12,0.12,1.0,417359307.7364805,3477994231.137337,0.12,0.000486608
105608,2017-03-20,1884,EV048,RU0009084396,B5B1RP,MMK,RU,RUB,0,55102010,938537434,42919.0,36.98,0.1274,0.1274,1.0,900896485.1548584,7071400982.377223,0.13,0.0011386
105657,2017-03-20,1884,ID7057,ID1000130305,BH7HMM,INDUSTRI JAMU DAN FSMN.,ID,IDR,0,45102020,68153250,270166.0,565.0,0.11,0.11,1.0,69937394.99999999,635794499.9999999,0.11,8.27e-05
105749,2017-06-19,1868,TH40ES,TH0940010Y08,BQV6FP,SINGHA ESTATE,TH,THB,0,35101010,119616908,136959.0,4.78,0.6273,0.2829,0.4670094,119661070.87528844,905720745.8113009,0.13,0.000146977
105763,2017-06-19,1868,TH22KY,TH3437010004,B6ZG0Q,ASIA AVIATION,TH,THB,0,40501010,914851,261603.0,6.2,0.5518,0.5518,0.0018123,882879.76210645,882855801.4000001,0.0,1.12e-06
106075,2017-06-19,1868,KR149P,KR7042700005,B0CSXQ,HANMI SEMICONDUCTOR,KR,KRW,0,10102020,68446608,24964.0,7850.0,0.6575,0.1438,1.0,64107269.03418751,445808546.830233,0.14,8.41e-05
106136,2017-06-19,1868,KR01X9,KR7002550002,616216,KB Insurance,KR,KRW,0,30302025,105908920,41518.0,30300.0,1.0,0.057,1.0,102584791.8585,1799733190.5,0.06,0.000130134
106301,2017-06-19,1868,IN12U2,INE220J01025,BC5MTP,FUTURE CONSUMER,IN,INR,0,45201010,29977365,251126.0,30.35,0.5327,0.288,0.1201896,27069738.945074864,782032298.2591113,0.03,3.68e-05
106303,2017-06-19,1868,IN60NY,INE050A01025,B7F8TD,BOMBAY BURMAH TRADING,IN,INR,0,50203000,59007474,4643.0,882.1,0.693,0.2625,0.2292929,57414905.56746388,953904153.9481369,0.06,7.25e-05
106316,2017-06-19,1868,IN01V1,INE200A01026,613989,GE T&D INDIA,IN,INR,0,50202010,190946699,10932.0,358.6,0.3146,0.25,0.5575143,198349713.04797614,1423100451.7586446,0.14,0.000234623
106333,2017-06-19,1868,IN30EM,INE031B01049,BWFGD7,AJANTA PHARMA,IN,INR,0,20103015,64181812,6485.0,1568.95,0.4496,0.057,0.5338078,65115231.681527965,2140044573.4229462,0.03,7.89e-05
106342,2017-06-19,1868,IN0AQ5,INE691A01018,672179,UCO BANK,IN,INR,0,30101010,76394426,13759.0,34.800004,0.09,0.09,1.0,75714194.69066313,841268829.896257,0.09,9.39e-05
106375,2017-06-19,1868,IN615H,INE837H01020,BF0MFR,ADVANCED ENZYME TECHS.,IN,INR,0,55201020,51709384,292087.0,371.85,1.0,0.3675,0.24,56744498.380341426,643361659.6410593,0.09,6.35e-05
106392,2017-06-19,1868,IN11HO,INE195A01028,613607,SUPREME INDUSTRIES,IN,INR,0,50203015,273869519,5691.0,1136.0,0.9356,0.4647,0.2518512,261756209.86282375,2236558677.478015,0.12,0.000336513
106406,2017-06-19,1868,IN089M,INE542F01012,B2NXD2,RELIANCE DEFENCE & ENGINEERING,IN,INR,0,50206060,75834824,215091.0,55.9,0.3646,0.3658,0.3291278,76793764.1012869,637848718.6219349,0.12,9.32e-05
106474,2017-06-19,1868,IN05X7,INE199G01027,B0XNYM,Jagran Prakashan,IN,INR,0,40301030,95576508,29922.0,179.95,1.0,0.3937,0.26,93331364.96712999,911777465.9261248,0.1,0.000117438
106481,2017-06-19,1868,IN504E,INE066P01011,BWFGTS,INOX WIND,IN,INR,0,60102020,64793251,281938.0,135.9,0.2565,0.14,0.9356725,61230907.785875,467432383.7047303,0.13,7.96e-05
106492,2017-06-19,1868,IN0319,INE178A01016,612156,CHENNAI PETROLEUM,IN,INR,0,60101020,76265881,5161.0,380.05,0.3271,0.3271,0.2629165,75435094.40275837,877152391.5600768,0.09,9.37e-05
106501,2017-06-19,1868,IN01FL,INE814H01011,B3WQH4,Adani Power,IN,INR,0,65101015,122779930,214021.0,27.65,0.4435,0.2884,0.2613596,116594973.57522257,1546842569.601011,0.08,0.000150864
106505,2017-06-19,1868,IN407G,INE439L01019,B4YNQ7,DALMIA BHARAT,IN,INR,0,50101035,161054457,247875.0,2440.0,0.7628,0.4636,0.0987153,153870087.39577147,3362221364.5959744,0.05,0.000197893
106520,2017-06-19,1868,IN02CJ,INE376G01013,674125,Biocon,IN,INR,0,20103010,130327938,18650.0,948.9,0.3883,0.3884,0.1089982,124524658.05658916,2941418438.88,0.04,0.000160139
107352,2017-06-19,1868,ID20QN,ID1000118300,B3T97L,GARUDA INDONESIA (PERSERO),ID,IDR,0,40501010,94296713,249016.0,368.0,0.15,0.14,1.0,100031056.95030642,714507549.6450458,0.14,0.000115866
107358,2017-06-19,1868,ID4087,ID1000121304,B6XG8K,VISI MEDIA ASIA,ID,IDR,0,15102010,34472348,258505.0,368.0,0.9075,0.376,0.2203857,37657023.57069406,454438098.4460288,0.08,4.24e-05
107407,2017-06-19,1868,EG5043,EGS673Y1C015,BVW29L,EMAAR MISR FOR DEVELOPMENT,EG,EGP,0,35101010,89668072,281356.0,2.75,0.1303,0.1303,1.0,91448819.67928524,701832844.8141615,0.13,0.000110178
107492,2017-06-19,1868,TR603T,TREPOHO00012,B807W6,POLISAN HOLDING,TR,TRY,0,55201020,115753494,261499.0,7.5,0.1385,0.1372,1.0,107657150.05058998,784673105.3249999,0.14,0.00014223
107508,2017-06-19,1868,TR101M,TRETRGY00018,B4WW14,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,0,35102045,101050218,242917.0,5.03,0.1432,0.1436,1.0,102122615.56061357,711160275.491738,0.14,0.000124164
107516,2017-06-19,1868,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,77474285,35434.0,7.38,0.1274,0.1274,1.0,81118105.17150971,636719820.8124781,0.13,9.52e-05
107568,2017-06-19,1868,ZA11X8,ZAE000029773,665044,INVICTA,ZA,ZAR,0,50204010,57158820,6483.0,58.600007,0.12,0.12,1.0,57858556.85139482,482154640.4282902,0.12,7.02e-05
107588,2017-06-19,1868,EV058,RU000A0JPVJ0,B5B27G,ROSSETI,RU,RUB,0,65101015,302863558,170885.0,0.76389999,0.12,0.12,1.0,321095085.2367295,2675792376.972746,0.12,0.000372139
107597,2017-06-19,1868,EV048,RU0009084396,B5B1RP,MMK,RU,RUB,0,55102010,716139143,42919.0,31.095,0.1274,0.1274,1.0,779865746.8644024,6121395187.3187,0.13,0.000879945
107663,2017-09-18,1884,TH22KY,TH3437010004,B6ZG0Q,ASIA AVIATION,TH,THB,0,40501010,938353,261603.0,6.2,0.5518,0.85,0.0011765,905611.5415425455,905588901.82,0.0,1.04e-06
107715,2017-09-18,1884,BR03UZ,BRPRMLACNOR9,BLD327,PRUMO LOGISTICA ON,BR,BRL,0,50206060,173940149,153189.0,11.300001,0.13,0.13,1.0,175553740.22771448,1350413386.3670344,0.13,0.00019327
107765,2017-09-18,1884,EV058,RU000A0JPVJ0,B5B27G,ROSSETI,RU,RUB,0,65101015,459364258,170885.0,1.0198002,0.12,0.12,1.0,418972230.6617895,3491435255.5149126,0.12,0.000510412
107772,2017-09-18,1884,IN17GT,INE461C01038,BYZ10H,GREENPLY INDUSTRIES,IN,INR,0,50101035,73662707,147996.0,274.05005,0.18,0.18,0.7949167,75220056.3906583,525701878.1594649,0.14,8.18e-05
107774,2017-09-18,1884,IN00RW,INE531E01026,B02GZ1,HINDUSTAN COPPER,IN,INR,0,55102040,90325288,4600.0,62.5,0.13,0.1,1.0,90457810.08145201,904578100.8145201,0.1,0.000100363
107777,2017-09-18,1884,IN81KY,INE335K01011,BYWR34,COFFEE DAY ENTERPRISES,IN,INR,0,45101020,52058112,286387.0,238.7,0.21,0.21,0.3154,50947946.88125729,769211385.1082116,0.07,5.78e-05
107790,2017-09-18,1884,IN01FL,INE814H01011,B3WQH4,Adani Power,IN,INR,0,65101015,255648152,214021.0,33.25,0.2884,0.316,0.426307,270250170.24317706,2006117792.4162002,0.13,0.000284058
107814,2017-09-18,1884,IN0319,INE178A01016,612156,CHENNAI PETROLEUM,IN,INR,0,60101020,86863326,5161.0,446.65,0.3271,0.3271,0.2629043,89473728.41496485,1040440625.4394835,0.09,9.65e-05
107847,2017-09-18,1884,IN60Y9,INE500L01026,BYT56K,S H KELKAR & CO,IN,INR,0,55201020,88131737,286707.0,239.0,0.5397,0.5397,0.2596961,75782429.77102046,540692916.4906492,0.14,9.79e-05
107870,2017-09-18,1884,IN70CO,INE947Q01010,BDFDSD,LAURUS LABS,IN,INR,0,20103015,37664286,294681.0,526.0,1.0,1.0,0.042041,36583633.4569701,870189421.2071574,0.04,4.18e-05
107881,2017-09-18,1884,IN81AO,INE122R01018,BYM6HJ,MANPASAND BEVERAGES,IN,INR,0,45101020,54855787,284284.0,787.0,0.33,0.38,0.1690684,45254495.01658284,704394058.0228388,0.06,6.1e-05
107891,2017-09-18,1884,IN089M,INE542F01012,B2NXD2,RELIANCE NAVAL & ENGINEERING,IN,INR,0,50206060,80060079,215091.0,57.65,0.3658,0.366,0.3278689,79821227.26201771,665176797.3995119,0.12,8.9e-05
107974,2017-09-18,1884,IN09Q4,INE671H01015,B1BL58,SOBHA DEVELOPERS,IN,INR,0,35101010,77692035,33906.0,393.39991,0.38,0.31,0.4054161,74484576.11215761,592657336.9144697,0.13,8.63e-05
107979,2017-09-18,1884,IN0AQ5,INE691A01018,672179,UCO BANK,IN,INR,0,30101010,63280315,13759.0,30.949997,0.24,0.07,1.0,63270121.92094234,903858884.5848905,0.07,7.03e-05
108024,2017-09-18,1884,IN12U2,INE220J01025,BC5MTP,FUTURE CONSUMER,IN,INR,0,45201010,110830277,251126.0,50.8,0.288,0.0973,0.6906886,88785180.76383108,1321129393.0919313,0.07,0.000123147
108065,2017-09-18,1884,PK21V7,PK0096501017,B67ZKR,ENGRO FOODS,PK,PKR,0,45102020,92518939,254924.0,86.0,0.1294,0.1294,1.0,81093274.82064345,626686822.416101,0.13,0.0001028
108083,2017-09-18,1884,EG7034,EGS3E181C010,B0Y52Q,EGYPT ALUMINIUM,EG,EGP,0,55102035,89341737,39304.0,97.51,0.1003,0.1003,1.0,76149303.28880587,759215386.7278751,0.1,9.93e-05
108090,2017-09-18,1884,EG9025,EGS42111C012,632585,ALEXANDRIA CONTAINERS,EG,EGP,0,50206010,54770072,39237.0,164.33001,0.04,0.04,1.0,55035058.07320471,1375876451.8301177,0.04,6.09e-05
108093,2017-09-18,1884,EG7023,EGS3D061C015,667527,EGYPT IRON & STEEL,EG,EGP,0,55102010,30439581,43458.0,4.44,0.5452,0.1001,1.0,24584871.61680362,245603113.05498123,0.1,3.38e-05
108099,2017-09-18,1884,EG5043,EGS673Y1C015,BVW29L,EMAAR MISR FOR DEVELOPMENT,EG,EGP,0,35101010,103068122,281356.0,2.9,0.1303,0.1303,1.0,96914841.7922584,743782362.1815686,0.13,0.000114522
108121,2017-09-18,1884,ID20SP,ID1000092703,654524,BANK PAN INDONESIA,ID,IDR,0,30101010,265273940,41349.0,1070.0,0.1426,0.1426,1.0,272429595.2505477,1910445969.498932,0.14,0.000294753
108586,2017-09-18,1884,MY20H3,MYL4502OO000,681255,MEDIA PRIMA,MY,MYR,0,40301035,25226111,12695.0,0.7,0.6967,0.6967,0.1939156,24563335.363111276,181814610.0487554,0.14,2.8e-05
109004,2017-09-18,1884,HK198J,KYG618221058,BC5ZFS,MODERN LAND (CHINA) CO.,CN,HKD,0,35101010,55077223,267759.0,1.4700003,0.17,0.09,1.0,42335786.98575178,470397633.1750198,0.09,6.12e-05
109361,2017-09-18,1884,ZA11X8,ZAE000029773,665044,INVICTA,ZA,ZAR,0,50204010,48863633,6483.0,49.600007,0.12,0.12,1.0,49683361.35697124,414028011.30809367,0.12,5.43e-05
109411,2017-09-18,1884,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,84925078,35434.0,7.23,0.1274,0.1274,1.0,81401564.92860453,638944779.6593761,0.13,9.44e-05
109435,2017-09-18,1884,TR603T,TREPOHO00012,B807W6,POLISAN HOLDING,TR,TRY,0,55201020,105600243,261499.0,7.57,0.1372,0.1315,1.0,106679791.34971125,811253166.1575,0.13,0.000117335
109682,2017-12-18,1872,CN91QZ,KYG226921008,BYNJJY,COFCO JOYCOME FOODS,CN,HKD,0,45102020,46433575,293471.0,1.6099997,0.06,0.06,1.0,48261574.09301134,804359568.2168558,0.06,5.12e-05
109734,2017-12-18,1872,MY20H3,MYL4502OO000,681255,MEDIA PRIMA,MY,MYR,0,40301035,22212698,12695.0,0.645,0.6967,0.6967,0.1939156,23635193.137466684,174944622.14480075,0.14,2.45e-05
110130,2017-12-18,1872,IN81AO,INE122R01018,BYM6HJ,MANPASAND BEVERAGES,IN,INR,0,45101020,48186740,284284.0,393.14991,0.38,0.38,0.1690684,44837845.15174617,697908830.6667624,0.06,5.31e-05
110131,2017-12-18,1872,IN81Q4,INE594H01019,BYQ7XG,THYROCARE TECHNOLOGIES,IN,INR,0,20102020,64134622,289871.0,661.0,0.38,0.3,0.3834211,63348528.44368863,550730675.695631,0.12,7.07e-05
110142,2017-12-18,1872,IN60Y9,INE500L01026,BYT56K,S H KELKAR & CO,IN,INR,0,55201020,78411993,286707.0,256.0,0.5397,0.5328,0.2596961,79447076.93854669,574180288.5812165,0.14,8.65e-05
110168,2017-12-18,1872,IN09DR,INE667A01018,667400,Syndicate Bnk,IN,INR,0,30101010,140993077,14237.0,92.65,0.2708,0.158,0.7385524,151666226.8676582,1299722034.9921248,0.12,0.00015546
110179,2017-12-18,1872,IN0AQ5,INE691A01018,672179,UCO BANK,IN,INR,0,30101010,60460287,13759.0,31.699997,0.07,0.07,1.0,64246994.50717966,917814207.2454237,0.07,6.67e-05
110181,2017-12-18,1872,IN70O0,INE913H01037,BYZ02R,ENDURANCE TECHNOLOGIES,IN,INR,0,40101025,118059887,293282.0,1265.15,1.0,0.175,0.24,115917302.95780511,2759935784.7096457,0.04,0.000130174
110186,2017-12-18,1872,IN705H,INE752P01024,BZ05GC,FUTURE RETAIL,IN,INR,0,40401010,368812514,292249.0,547.2,1.0,0.523,0.172946,375980288.9838074,4156740057.2122064,0.09,0.000406656
110200,2017-12-18,1872,IN02KR,INE084A01016,609978,Bank of India,IN,INR,0,30101010,232702994,45214.0,196.25,0.3436,0.1198,0.5820722,251404420.83359987,3605281952.323694,0.07,0.000256581
110250,2017-12-18,1872,IN12OW,INE490G01020,B4NRBT,MOIL,IN,INR,0,55102050,136522967,247831.0,246.7,0.4379,0.2506,0.5480703,139977582.8210368,1019157147.9989063,0.14,0.000150532
110256,2017-12-18,1872,IN07YA,INE141A01014,612150,Orient Bank Comm,IN,INR,0,30101010,90579483,24360.0,126.75,0.4162,0.2857,0.4805382,93422960.51655555,680480160.8769636,0.14,9.99e-05
110265,2017-12-18,1872,IN089M,INE542F01012,B2NXD2,RELIANCE NAVAL & ENGINEERING,IN,INR,0,50206060,47843655,215091.0,39.25,0.366,0.366,0.3278689,53878349.74708188,448986182.7893525,0.12,5.28e-05
110275,2017-12-18,1872,IN05EO,INE008A01015,609955,IDBI Bank,IN,INR,0,30101010,155733996,42448.0,60.6,0.2644,0.0955,0.7564297,140582975.70886368,1946080440.8815136,0.07,0.000171714
110283,2017-12-18,1872,IN03AI,INE112A01023,BVFYBZ,Corporation Bank,IN,INR,0,30101010,48669832,43325.0,42.75,0.2924,0.1033,0.6839945,53734274.5721675,760498670.3334842,0.07,5.37e-05
110308,2017-12-18,1872,IN00RW,INE531E01026,B02GZ1,HINDUSTAN COPPER,IN,INR,0,55102040,145221514,4600.0,94.899994,0.1,0.11,1.0,149789521.54699743,1361722923.1545222,0.11,0.000160123
110309,2017-12-18,1872,IN0AS7,INE692A01016,657963,Union Bank,IN,INR,0,30101010,251981512,9904.0,164.35,0.346,0.2491,0.5780347,266604974.93822685,1851572028.6836936,0.14,0.000277837
110326,2017-12-18,1872,IN17GT,INE461C01038,BYZ10H,GREENPLY INDUSTRIES,IN,INR,0,50101035,87212751,147996.0,319.80005,0.18,0.17,0.7949167,82189104.29089534,608196203.9018779,0.14,9.62e-05
110331,2017-12-18,1872,IN0319,INE178A01016,612156,CHENNAI PETROLEUM,IN,INR,0,60101020,83194010,5161.0,424.65,0.3271,0.3271,0.2629043,84336361.40398984,980701018.7336897,0.09,9.17e-05
110348,2017-12-18,1872,IN01GM,INE434A01013,658036,ANDHRA BANK,IN,INR,0,30101010,89580982,6622.0,62.65,0.3874,0.212,0.5162623,72436300.66551477,661835395.5277755,0.11,9.88e-05
110350,2017-12-18,1872,IN01JP,INE428A01015,670828,Allahabad Bank,IN,INR,0,30101010,88267172,10705.0,76.6,0.3874,0.1851,0.5162623,90842606.486174,950632715.0133128,0.1,9.73e-05
110364,2017-12-18,1872,IN01FL,INE814H01011,B3WQH4,Adani Power,IN,INR,0,65101015,308038195,214021.0,35.35,0.316,0.3383,0.426307,304953902.02780634,2114509949.928985,0.14,0.000339646
110372,2017-12-18,1872,IN70CO,INE947Q01010,BDFDSD,LAURUS LABS,IN,INR,0,20103015,24863053,294681.0,528.0,1.0,0.6674,0.042041,24298348.27411956,865999243.3474659,0.03,2.74e-05
110380,2017-12-18,1872,IN81KY,INE335K01011,BYWR34,COFFEE DAY ENTERPRISES,IN,INR,0,45101020,65122136,286387.0,246.0,0.21,0.23,0.3154,57012941.92047358,785930108.3575526,0.07,7.18e-05
110462,2017-12-18,1872,EV058,RU000A0JPVJ0,B5B27G,ROSSETI,RU,RUB,0,65101015,356194000,170885.0,0.84509999,0.12,0.12,1.0,345185451.545451,2876545429.545425,0.12,0.000392743
110463,2017-12-18,1872,EV052,RU000A0JPNN9,B59RSV,FGC UES,RU,RUB,0,65101015,116663807,153475.0,0.16475,0.1987,0.0333,1.0,119715786.91777566,3595068676.209479,0.03,0.000128635
110524,2017-12-18,1872,EG5043,EGS673Y1C015,BVW29L,EMAAR MISR FOR DEVELOPMENT,EG,EGP,0,35101010,119833867,281356.0,3.73,0.1303,0.1303,1.0,124493503.9719762,955437482.5170852,0.13,0.00013213
110526,2017-12-18,1872,EG9025,EGS42111C012,632585,ALEXANDRIA CONTAINERS,EG,EGP,0,50206010,55847184,39237.0,185.41001,0.04,0.04,1.0,62015648.6257125,1550391215.6428125,0.04,6.16e-05
110530,2017-12-18,1872,EG7034,EGS3E181C010,B0Y52Q,EGYPT ALUMINIUM,EG,EGP,0,55102035,99514663,39304.0,126.0,0.1003,0.1003,1.0,98272700.0588025,979787637.675,0.1,0.000109726
110952,2017-12-18,1872,PK704K,PK0100401014,BZ4SX7,AMRELI STEELS (PVT),PK,PKR,0,55102010,29358389,290545.0,94.0,1.0,0.129,1.0,34178500.01627249,264949612.52924412,0.13,3.24e-05
110988,2017-12-18,1872,TH22KY,TH3437010004,B6ZG0Q,ASIA AVIATION,TH,THB,0,40501010,521435,261603.0,6.2,0.85,0.4768,0.0011765,516470.0745133124,920697543.2499999,0.0,5.75e-07
111209,2017-12-18,1872,TR603T,TREPOHO00012,B807W6,POLISAN HOLDING,TR,TRY,0,55201020,109009800,261499.0,8.47,0.1315,0.1315,1.0,105504543.3551802,802315919.0508,0.13,0.000120195
111219,2017-12-18,1872,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,72457347,35434.0,6.81,0.1274,0.1274,1.0,67770867.13122863,531953431.1713392,0.13,7.99e-05
111257,2017-12-18,1872,ID20SP,ID1000092703,654524,BANK PAN INDONESIA,ID,IDR,0,30101010,290214224,41349.0,1330.0,0.1426,0.1426,1.0,334219465.5673756,2343755018.0040364,0.14,0.000319993
111333,2017-12-18,1872,ZA11X8,ZAE000029773,665044,INVICTA,ZA,ZAR,0,50204010,48495616,6483.0,50.899994,0.12,0.12,1.0,48575048.58069009,404792071.5057508,0.12,5.35e-05
112335,2018-03-19,1988,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,69359432,35434.0,7.15,0.1274,0.1274,1.0,73016405.76600432,573127203.8147906,0.13,7.05e-05
112357,2018-03-19,1988,TR603T,TREPOHO00012,B807W6,POLISAN HOLDING,TR,TRY,0,55201020,84592644,261499.0,11.22,0.1315,0.1315,1.0,143416489.34283,1090619690.82,0.13,8.6e-05
112393,2018-03-19,1988,IN01FL,INE814H01011,B3WQH4,Adani Power,IN,INR,0,65101015,95584322,214021.0,31.75,0.3383,0.2883,0.2144364,116209291.20983364,1879739650.4142501,0.06,9.71e-05
112396,2018-03-19,1988,IN81KY,INE335K01011,BYWR34,COFFEE DAY ENTERPRISES,IN,INR,0,45101020,112272034,286387.0,314.0,0.23,0.27,0.4190926,115216528.36835307,1018218605.7347519,0.11,0.00011411
112404,2018-03-19,1988,IN05EO,INE008A01015,609955,IDBI Bank,IN,INR,0,30101010,283524994,42448.0,74.6,0.0955,0.0955,1.0,257827362.57276747,2699762958.8771462,0.1,0.000288167
112416,2018-03-19,1988,IN0319,INE178A01016,612156,CHENNAI PETROLEUM,IN,INR,0,60101020,66655786,5161.0,364.45,0.3271,0.3271,0.2629043,71639961.51102725,833061588.9314731,0.09,6.77e-05
112430,2018-03-19,1988,IN70AM,INE916U01025,BD8DJG,SHEELA FOAM LTD,IN,INR,0,40202015,54959752,294439.0,1550.0,0.1844,0.0499,1.0,57917558.78169448,1160672520.67524,0.05,5.59e-05
